#
# INPUTFILE C:\Users\mario\Documents\Code\Python\main_env\Dalton\input\md\benzene_2.md
#
# -- INPUT DATA --
#
# MOLFILE C:\Users\mario\Documents\Code\Python\main_env\Dalton\geom\xyzq\benzene_2.xyzq
# ENERGYOUT C:\Users\mario\Documents\Code\Python\main_env\Dalton\output\md\benzene_2.dat
# GEOMOUT C:\Users\mario\Documents\Code\Python\main_env\Dalton\output\md\benzene_2.xyz
# RANDOMSEED 278049999
# TEMPERATURE 298.150000 K
# BOUNDARY 21.750000 A
# BOUNDARYSPRING 250.000000 kcal/(mol*A^2)
# BOUNDARYTYPE sphere
# STATUSTIME 5.000000 s
# ENERGYTIME 0.001000 ps
# GEOMTIME 0.002500 ps
# TOTALTIME 2.000000 ps
# TIMESTEP 0.000100 ps
# EQTIME 0.300000 ps
# EQRATE 0.060000 ps
# VANDERWAALSCUTOFF 2.500000
# ELECTROSTATICCUTOFF 10.000000 A
# KINETIC_CALC_METHOD leapfrog
# GRADIENT_CALC_METHOD analytic
#
# -- ENERGY DATA --
#
# energy terms [kcal/mol]
#  time      e_total      e_kin      e_pot  e_nonbond   e_bonded e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop       temp      press
 0.0700  7.94491e+01  4.329e+01  3.616e+01 -4.708e-01  3.663e+01  0.000e+00 -6.298e-01  1.590e-01  1.182e+01  7.825e+00  1.539e+01  1.604e+00  6.051e+02  1.612e+02
 0.0710  7.90767e+01  4.740e+01  3.167e+01 -4.798e-01  3.215e+01  0.000e+00 -6.270e-01  1.472e-01  1.008e+01  6.906e+00  1.379e+01  1.380e+00  6.626e+02  2.068e+02
 0.0720  7.87076e+01  4.609e+01  3.261e+01 -4.938e-01  3.311e+01  0.000e+00 -6.238e-01  1.299e-01  1.395e+01  6.198e+00  1.184e+01  1.126e+00  6.443e+02  2.689e+02
 0.0730  7.83658e+01  4.354e+01  3.483e+01 -5.091e-01  3.534e+01  0.000e+00 -6.210e-01  1.120e-01  1.881e+01  5.890e+00  9.763e+00  8.709e-01  6.086e+02  3.309e+02
 0.0740  7.80337e+01  4.493e+01  3.310e+01 -5.215e-01  3.363e+01  0.000e+00 -6.196e-01  9.812e-02  1.901e+01  6.161e+00  7.809e+00  6.421e-01  6.280e+02  3.744e+02
 0.0750  7.76748e+01  5.007e+01  2.761e+01 -5.279e-01  2.814e+01  0.000e+00 -6.200e-01  9.203e-02  1.440e+01  7.106e+00  6.170e+00  4.582e-01  6.998e+02  3.853e+02
 0.0760  7.72790e+01  5.356e+01  2.372e+01 -5.269e-01  2.425e+01  0.000e+00 -6.222e-01  9.530e-02  1.028e+01  8.675e+00  4.968e+00  3.282e-01  7.487e+02  3.581e+02
 0.0770  7.68774e+01  5.128e+01  2.560e+01 -5.186e-01  2.612e+01  0.000e+00 -6.257e-01  1.071e-01  1.098e+01  1.062e+01  4.258e+00  2.552e-01  7.168e+02  2.980e+02
 0.0780  7.65080e+01  4.531e+01  3.120e+01 -5.052e-01  3.171e+01  0.000e+00 -6.294e-01  1.242e-01  1.486e+01  1.254e+01  4.070e+00  2.405e-01  6.333e+02  2.192e+02
 0.0790  7.61730e+01  4.147e+01  3.470e+01 -4.904e-01  3.519e+01  0.000e+00 -6.322e-01  1.419e-01  1.648e+01  1.400e+01  4.426e+00  2.860e-01  5.797e+02  1.403e+02
 0.0800  7.58398e+01  4.253e+01  3.331e+01 -4.784e-01  3.379e+01  0.000e+00 -6.335e-01  1.551e-01  1.338e+01  1.471e+01  5.317e+00  3.909e-01  5.945e+02  7.852e+01
 0.0810  7.54833e+01  4.509e+01  3.039e+01 -4.726e-01  3.086e+01  0.000e+00 -6.330e-01  1.603e-01  9.049e+00  1.460e+01  6.665e+00  5.475e-01  6.303e+02  4.456e+01
 0.0820  7.51201e+01  4.400e+01  3.112e+01 -4.745e-01  3.160e+01  0.000e+00 -6.310e-01  1.565e-01  8.785e+00  1.377e+01  8.301e+00  7.385e-01  6.150e+02  3.941e+01
 0.0830  7.47907e+01  3.873e+01  3.606e+01 -4.827e-01  3.655e+01  0.000e+00 -6.281e-01  1.454e-01  1.325e+01  1.238e+01  9.980e+00  9.380e-01  5.413e+02  5.438e+01
 0.0840  7.45104e+01  3.433e+01  4.018e+01 -4.940e-01  4.068e+01  0.000e+00 -6.251e-01  1.311e-01  1.756e+01  1.055e+01  1.144e+01  1.117e+00  4.799e+02  7.431e+01
 0.0850  7.42472e+01  3.562e+01  3.862e+01 -5.044e-01  3.913e+01  0.000e+00 -6.230e-01  1.185e-01  1.689e+01  8.474e+00  1.251e+01  1.254e+00  4.980e+02  8.285e+01
 0.0860  7.39525e+01  4.158e+01  3.238e+01 -5.106e-01  3.289e+01  0.000e+00 -6.227e-01  1.120e-01  1.205e+01  6.408e+00  1.309e+01  1.336e+00  5.812e+02  6.813e+01
 0.0870  7.36099e+01  4.632e+01  2.729e+01 -5.108e-01  2.780e+01  0.000e+00 -6.247e-01  1.139e-01  8.523e+00  4.693e+00  1.322e+01  1.361e+00  6.475e+02  2.691e+01
 0.0880  7.32479e+01  4.569e+01  2.756e+01 -5.050e-01  2.806e+01  0.000e+00 -6.286e-01  1.236e-01  1.009e+01  3.690e+00  1.295e+01  1.335e+00  6.387e+02 -3.427e+01
 0.0890  7.29033e+01  4.160e+01  3.130e+01 -4.958e-01  3.179e+01  0.000e+00 -6.334e-01  1.376e-01  1.451e+01  3.694e+00  1.233e+01  1.263e+00  5.816e+02 -1.012e+02
 0.0900  7.25799e+01  3.935e+01  3.323e+01 -4.869e-01  3.372e+01  0.000e+00 -6.377e-01  1.508e-01  1.630e+01  4.848e+00  1.142e+01  1.151e+00  5.500e+02 -1.564e+02
 0.0910  7.22500e+01  4.117e+01  3.108e+01 -4.821e-01  3.156e+01  0.000e+00 -6.403e-01  1.582e-01  1.318e+01  7.081e+00  1.029e+01  1.008e+00  5.755e+02 -1.850e+02
 0.0920  7.18955e+01  4.379e+01  2.810e+01 -4.838e-01  2.859e+01  0.000e+00 -6.407e-01  1.568e-01  8.599e+00  1.008e+01  9.069e+00  8.438e-01  6.121e+02 -1.792e+02
 0.0930  7.15347e+01  4.265e+01  2.888e+01 -4.917e-01  2.937e+01  0.000e+00 -6.388e-01  1.471e-01  7.492e+00  1.329e+01  7.916e+00  6.781e-01  5.962e+02 -1.407e+02
 0.0940  7.12038e+01  3.763e+01  3.358e+01 -5.033e-01  3.408e+01  0.000e+00 -6.357e-01  1.324e-01  1.052e+01  1.602e+01  7.009e+00  5.323e-01  5.260e+02 -8.021e+01
 0.0950  7.09167e+01  3.339e+01  3.753e+01 -5.147e-01  3.805e+01  0.000e+00 -6.325e-01  1.178e-01  1.355e+01  1.761e+01  6.461e+00  4.237e-01  4.667e+02 -1.404e+01
 0.0960  7.06476e+01  3.403e+01  3.662e+01 -5.222e-01  3.714e+01  0.000e+00 -6.303e-01  1.081e-01  1.281e+01  1.769e+01  6.278e+00  3.583e-01  4.757e+02  4.130e+01
 0.0970  7.03594e+01  3.842e+01  3.194e+01 -5.235e-01  3.246e+01  0.000e+00 -6.299e-01  1.064e-01  9.423e+00  1.632e+01  6.383e+00  3.315e-01  5.371e+02  7.424e+01
 0.0980  7.00433e+01  4.164e+01  2.841e+01 -5.183e-01  2.892e+01  0.000e+00 -6.316e-01  1.133e-01  7.917e+00  1.399e+01  6.683e+00  3.345e-01  5.820e+02  8.170e+01
 0.0990  6.97239e+01  4.072e+01  2.900e+01 -5.082e-01  2.951e+01  0.000e+00 -6.346e-01  1.264e-01  1.071e+01  1.131e+01  7.121e+00  3.608e-01  5.692e+02  6.977e+01
